run_id,design_id,manifest_row,model_id,provider,benchmark_id,item_id,native_metric,ok,answer,answer_key,exact_match,native_score,confidence,validation_errors
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,10,openai/gpt-5.4,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,True,Relieved: 2; Resigned: 8; Joyful: 0; Indignant: 4,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,9.191553,88,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,11,openai/gpt-5.4,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,True,Disbelief: 7; Irritation: 6; Admiration: 1; Indifference: 2,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,8.341533,83,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,12,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,94,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,13,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,True,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,True,,96,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,14,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,97,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,15,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,92,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,16,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,Discuss her concerns with her daughter,Discuss her concerns with her daughter,True,,92,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,17,openai/gpt-5.4,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Express forgiveness and understanding,Mention that it's okay as the t-shirt didn't have any value to him,False,,87,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,18,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Disappointment,Delight,False,,96,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,19,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Delight,Delight,True,,79,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,20,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,True,Gratitude & Joy,Gratitude & Joy,True,,78,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,21,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,True,Delight,Delight,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,22,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,Relief,Relief,True,,87,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,23,openai/gpt-5.4,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,True,Nervousness,Amusement,False,,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,24,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q001,eqbench_v2_fullscale_score,True,Remorseful: 1; Indifferent: 2; Affectionate: 0; Annoyed: 8,"{""Affectionate"": 0, ""Annoyed"": 7, ""Indifferent"": 6, ""Remorseful"": 0}",False,7.31145,8,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,25,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q002,eqbench_v2_fullscale_score,True,Sympathetic: 1; Incredulous: 8; Intimidated: 2; Defensive: 7,"{""Defensive"": 7, ""Incredulous"": 8, ""Intimidated"": 3, ""Sympathetic"": 0}",False,9.741475,8,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,26,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q003,eqbench_v2_fullscale_score,True,Hopeful: 1; Threatened: 8; Pity: 2; Defiant: 9,"{""Defiant"": 9, ""Hopeful"": 0, ""Pity"": 0, ""Threatened"": 8}",False,9.466514,9,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,27,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q004,eqbench_v2_fullscale_score,True,Defensive: 6; Empathy: 3; Fear: 1; Condescension: 5,"{""Condescension"": 5, ""Defensive"": 7, ""Empathy"": 0, ""Fear"": 0}",False,8.616493,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,28,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q005,eqbench_v2_fullscale_score,True,Angry: 7; Insecure: 6; Confident: 3; Indifferent: 1,"{""Angry"": 7, ""Confident"": 3, ""Indifferent"": 0, ""Insecure"": 5}",False,9.741475,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,29,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q006,eqbench_v2_fullscale_score,True,Offended: 3; Unperturbed: 7; Amused: 6; Guilt: 1,"{""Amused"": 6, ""Guilt"": 0, ""Offended"": 4, ""Unperturbed"": 7}",False,9.741475,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,30,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q007,eqbench_v2_fullscale_score,True,Intimidated: 1; Respect: 4; Disbelief: 3; Arrogant: 6,"{""Arrogant"": 4, ""Disbelief"": 3, ""Intimidated"": 0, ""Respect"": 0}",False,7.036489,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,31,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q008,eqbench_v2_fullscale_score,True,Relief: 0; Resentment: 3; Surprise: 2; Frustration: 8,"{""Frustration"": 8, ""Relief"": 0, ""Resentment"": 3, ""Surprise"": 2}",False,10.0,8,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,32,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q009,eqbench_v2_fullscale_score,True,Embarrassment: 6; Anger: 4; Indifference: 1; Defensiveness: 8,"{""Anger"": 3, ""Defensiveness"": 7, ""Embarrassment"": 4, ""Indifference"": 0}",False,9.207988,8,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,33,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q010,eqbench_v2_fullscale_score,True,Liberated: 0; Offended: 6; Uninterested: 2; Defensive: 9,"{""Defensive"": 9, ""Liberated"": 0, ""Offended"": 7, ""Uninterested"": 0}",False,9.466514,8,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,34,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,True,Relieved: 1; Resigned: 9; Joyful: 0; Indignant: 3,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,8.616493,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,35,anthropic/claude-sonnet-4.5,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,True,Disbelief: 3; Irritation: 6; Admiration: 1; Indifference: 4,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,7.31145,7,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,36,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,37,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,True,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,38,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,39,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,40,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,Discuss her concerns with her daughter,Discuss her concerns with her daughter,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,41,anthropic/claude-sonnet-4.5,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Express forgiveness and understanding,Mention that it's okay as the t-shirt didn't have any value to him,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,42,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Embarrassment,Delight,False,,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,43,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Disappointment,Delight,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,44,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,True,Gratitude & Joy,Gratitude & Joy,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,45,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,True,Delight,Delight,True,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,46,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,Relief,Relief,True,,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,47,anthropic/claude-sonnet-4.5,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,True,Amusement,Amusement,True,,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,48,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q001,eqbench_v2_fullscale_score,True,Remorseful: 0; Indifferent: 2; Affectionate: 1; Annoyed: 8,"{""Affectionate"": 0, ""Annoyed"": 7, ""Indifferent"": 6, ""Remorseful"": 0}",False,7.31145,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,49,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q002,eqbench_v2_fullscale_score,True,Sympathetic: 0; Incredulous: 7; Intimidated: 2; Defensive: 9,"{""Defensive"": 7, ""Incredulous"": 8, ""Intimidated"": 3, ""Sympathetic"": 0}",False,9.337251,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,50,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q003,eqbench_v2_fullscale_score,True,Hopeful: 0; Threatened: 9; Pity: 1; Defiant: 10,"{""Defiant"": 9, ""Hopeful"": 0, ""Pity"": 0, ""Threatened"": 8}",False,9.612212,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,51,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q004,eqbench_v2_fullscale_score,True,Defensive: 8; Empathy: 1; Fear: 0; Condescension: 6,"{""Condescension"": 5, ""Defensive"": 7, ""Empathy"": 0, ""Fear"": 0}",False,9.612212,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,52,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q005,eqbench_v2_fullscale_score,True,Angry: 7; Insecure: 8; Confident: 2; Indifferent: 0,"{""Angry"": 7, ""Confident"": 3, ""Indifferent"": 0, ""Insecure"": 5}",False,8.745756,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,53,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q006,eqbench_v2_fullscale_score,True,Offended: 2; Unperturbed: 8; Amused: 6; Guilt: 0,"{""Amused"": 6, ""Guilt"": 0, ""Offended"": 4, ""Unperturbed"": 7}",False,9.466514,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,54,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q007,eqbench_v2_fullscale_score,True,Intimidated: 0; Respect: 5; Disbelief: 1; Arrogant: 8,"{""Arrogant"": 4, ""Disbelief"": 3, ""Intimidated"": 0, ""Respect"": 0}",False,3.430683,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,55,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q008,eqbench_v2_fullscale_score,True,Relief: 0; Resentment: 6; Surprise: 2; Frustration: 9,"{""Frustration"": 8, ""Relief"": 0, ""Resentment"": 3, ""Surprise"": 2}",False,8.745756,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,56,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q009,eqbench_v2_fullscale_score,True,Embarrassment: 7; Anger: 5; Indifference: 0; Defensiveness: 8,"{""Anger"": 3, ""Defensiveness"": 7, ""Embarrassment"": 4, ""Indifference"": 0}",False,8.341533,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,57,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q010,eqbench_v2_fullscale_score,True,Liberated: 0; Offended: 8; Uninterested: 0; Defensive: 9,"{""Defensive"": 9, ""Liberated"": 0, ""Offended"": 7, ""Uninterested"": 0}",False,9.870737,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,58,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,True,Relieved: 2; Resigned: 9; Joyful: 0; Indignant: 3,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,9.337251,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,59,google/gemini-2.5-pro,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,True,Disbelief: 6; Irritation: 7; Admiration: 0; Indifference: 3,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,8.341533,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,60,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,61,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,True,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,62,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,63,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,64,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,Discuss her concerns with her daughter,Discuss her concerns with her daughter,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,65,google/gemini-2.5-pro,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Mention that it's okay as the t-shirt didn't have any value to him,Mention that it's okay as the t-shirt didn't have any value to him,True,,100,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,66,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Disappointment,Delight,False,,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,67,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q002,exact_match,True,Disappointment,Delight,False,,85,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,68,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q003,exact_match,True,Gratitude & Joy,Gratitude & Joy,True,,90,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,69,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q004,exact_match,True,Delight,Delight,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,70,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q005,exact_match,True,Relief,Relief,True,,95,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,71,google/gemini-2.5-pro,openrouter,emobench_eu_en,emobench_eu_en_q006,exact_match,True,Amusement,Amusement,True,,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,72,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q001,eqbench_v2_fullscale_score,True,Remorseful: 2; Indifferent: 3; Affectionate: 1; Annoyed: 8,"{""Affectionate"": 0, ""Annoyed"": 7, ""Indifferent"": 6, ""Remorseful"": 0}",False,8.21227,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,73,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q002,eqbench_v2_fullscale_score,True,Sympathetic: 2; Incredulous: 4; Intimidated: 1; Defensive: 8,"{""Defensive"": 7, ""Incredulous"": 8, ""Intimidated"": 3, ""Sympathetic"": 0}",False,6.632265,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,74,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q003,eqbench_v2_fullscale_score,True,Hopeful: 1; Threatened: 8; Pity: 2; Defiant: 9,"{""Defiant"": 9, ""Hopeful"": 0, ""Pity"": 0, ""Threatened"": 8}",False,9.466514,75,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,75,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q004,eqbench_v2_fullscale_score,True,Defensive: 6; Empathy: 4; Fear: 2; Condescension: 7,"{""Condescension"": 5, ""Defensive"": 7, ""Empathy"": 0, ""Fear"": 0}",False,6.632265,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,76,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q005,eqbench_v2_fullscale_score,True,Angry: 4; Insecure: 7; Confident: 2; Indifferent: 1,"{""Angry"": 7, ""Confident"": 3, ""Indifferent"": 0, ""Insecure"": 5}",False,8.21227,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,77,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q006,eqbench_v2_fullscale_score,True,Offended: 4; Unperturbed: 6; Amused: 5; Guilt: 2,"{""Amused"": 6, ""Guilt"": 0, ""Offended"": 4, ""Unperturbed"": 7}",False,9.337251,60,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,78,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q007,eqbench_v2_fullscale_score,True,Intimidated: 2; Respect: 4; Disbelief: 3; Arrogant: 6,"{""Arrogant"": 4, ""Disbelief"": 3, ""Intimidated"": 0, ""Respect"": 0}",False,6.761528,60,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,79,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q008,eqbench_v2_fullscale_score,True,Relief: 1; Resentment: 4; Surprise: 2; Frustration: 7,"{""Frustration"": 8, ""Relief"": 0, ""Resentment"": 3, ""Surprise"": 2}",False,9.612212,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,80,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q009,eqbench_v2_fullscale_score,True,Embarrassment: 6; Anger: 4; Indifference: 2; Defensiveness: 7,"{""Anger"": 3, ""Defensiveness"": 7, ""Embarrassment"": 4, ""Indifference"": 0}",False,9.06229,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,81,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q010,eqbench_v2_fullscale_score,True,Liberated: 2; Offended: 7; Uninterested: 1; Defensive: 9,"{""Defensive"": 9, ""Liberated"": 0, ""Offended"": 7, ""Uninterested"": 0}",False,9.466514,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,82,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q011,eqbench_v2_fullscale_score,True,Relieved: 4; Resigned: 8; Joyful: 1; Indignant: 3,"{""Indignant"": 2, ""Joyful"": 0, ""Relieved"": 4, ""Resigned"": 8}",False,9.741475,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,83,x-ai/grok-4.20,openrouter,eq_bench_v2,eqbench_v2_q012,eqbench_v2_fullscale_score,True,Disbelief: 6; Irritation: 4; Admiration: 1; Indifference: 3,"{""Admiration"": 0, ""Disbelief"": 4, ""Indifference"": 0, ""Irritation"": 6}",False,7.937309,65,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,84,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q001,exact_match,True,Suggest her brother to talk to a teacher or a school counselor,Suggest her brother to talk to a teacher or a school counselor,True,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,85,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q002,exact_match,True,Suggest her friend to seek professional help like a therapist,Suggest her friend to seek professional help like a therapist,True,,80,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,86,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q003,exact_match,True,Respect his friend's privacy but express his willingness to help when ready,Respect his friend's privacy but express his willingness to help when ready,True,,80,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,87,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q004,exact_match,True,Arrange a meeting with the store owner for his son to apologize,Arrange a meeting with the store owner for his son to apologize,True,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,88,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q005,exact_match,True,Discuss her concerns with her daughter,Discuss her concerns with her daughter,True,,80,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,89,x-ai/grok-4.20,openrouter,emobench_ea_en,emobench_ea_en_q006,exact_match,True,Express forgiveness and understanding,Mention that it's okay as the t-shirt didn't have any value to him,False,,70,
icicic2026_external_mini_comparison_v1,icicic2026_external_mini_comparison_v1,90,x-ai/grok-4.20,openrouter,emobench_eu_en,emobench_eu_en_q001,exact_match,True,Disappointment,Delight,False,,80,
