run_id,stage,design_id,manifest_row,model_id,story_id,condition_id,persona_id,persona_label,temperature,temperature_label,repetition,emotion,score,ok,response_ok,membership_family,membership_hmax,mu_low,mu_medium,mu_high,H_raw,H_norm
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,1,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,2,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,sadness,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,sadness,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,anger,12,True,True,legacy_linear_v1,1.057697511124,0.6,0.1,0.0,0.774372165988,0.732130082414
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,2,openai/gpt-5.4,T1,C01,p1,college_freshman,0.1,t01,3,anger,12,True,True,sigmoid_s_v1,1.018502773018,0.733781281805,0.006923302608,0.0,0.377360586509,0.370505212657
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,interest,68,True,True,legacy_linear_v1,1.057697511124,0.0,0.1,0.36,0.862808037288,0.815741767579
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,interest,68,True,True,sigmoid_s_v1,1.018502773018,0.0,0.006923302608,0.196672218579,0.511089573897,0.501804793699
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,surprise,52,True,True,legacy_linear_v1,1.057697511124,0.0,0.9,0.04,0.322557031692,0.30496151149
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,surprise,52,True,True,sigmoid_s_v1,1.018502773018,0.0,0.993076697392,0.000899886331,0.019058581091,0.018712350713
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,3,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,1,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,interest,68,True,True,legacy_linear_v1,1.057697511124,0.0,0.1,0.36,0.862808037288,0.815741767579
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,interest,68,True,True,sigmoid_s_v1,1.018502773018,0.0,0.006923302608,0.196672218579,0.511089573897,0.501804793699
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,surprise,54,True,True,legacy_linear_v1,1.057697511124,0.0,0.8,0.08,0.549050971092,0.519100182536
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,surprise,54,True,True,sigmoid_s_v1,1.018502773018,0.0,0.961430606081,0.004136462913,0.087306705971,0.085720636491
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,sadness,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,sadness,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,anger,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,4,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,2,anger,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,interest,68,True,True,legacy_linear_v1,1.057697511124,0.0,0.1,0.36,0.862808037288,0.815741767579
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,interest,68,True,True,sigmoid_s_v1,1.018502773018,0.0,0.006923302608,0.196672218579,0.511089573897,0.501804793699
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,surprise,56,True,True,legacy_linear_v1,1.057697511124,0.0,0.7,0.12,0.727268463667,0.687595892038
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,surprise,56,True,True,sigmoid_s_v1,1.018502773018,0.0,0.883104342575,0.010672150176,0.228282270148,0.224135148372
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,5,openai/gpt-5.4,T1,C02,p1,college_freshman,0.4,t04,3,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,6,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,1,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,surprise,63,True,True,legacy_linear_v1,1.057697511124,0.0,0.35,0.26,1.035388893115,0.978908319464
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,surprise,63,True,True,sigmoid_s_v1,1.018502773018,0.0,0.181392695123,0.078338481315,0.734562216867,0.721217689658
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,7,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,2,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,8,openai/gpt-5.4,T1,C03,p1,college_freshman,0.7,t07,3,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,9,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,1,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,10,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,2,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,interest,68,True,True,legacy_linear_v1,1.057697511124,0.0,0.1,0.36,0.862808037288,0.815741767579
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,interest,68,True,True,sigmoid_s_v1,1.018502773018,0.0,0.006923302608,0.196672218579,0.511089573897,0.501804793699
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,surprise,52,True,True,legacy_linear_v1,1.057697511124,0.0,0.9,0.04,0.322557031692,0.30496151149
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,surprise,52,True,True,sigmoid_s_v1,1.018502773018,0.0,0.993076697392,0.000899886331,0.019058581091,0.018712350713
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,anger,10,True,True,legacy_linear_v1,1.057697511124,0.666666666667,0.0,0.0,0.389975000481,0.36870182295
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,11,openai/gpt-5.4,T1,C04,p1,college_freshman,0.9,t09,3,anger,10,True,True,sigmoid_s_v1,1.018502773018,0.84226552755,0.0,0.0,0.208589563261,0.204800191798
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,interest,72,True,True,legacy_linear_v1,1.057697511124,0.0,0.0,0.44,0.5211468113,0.492718197613
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,interest,72,True,True,sigmoid_s_v1,1.018502773018,0.0,0.0,0.349578648606,0.53006995849,0.520440368482
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,surprise,58,True,True,legacy_linear_v1,1.057697511124,0.0,0.6,0.16,0.865196346864,0.817999794615
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,surprise,58,True,True,sigmoid_s_v1,1.018502773018,0.0,0.733781281805,0.021686756312,0.447554182208,0.439423626587
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,sadness,8,True,True,legacy_linear_v1,1.057697511124,0.733333333333,0.0,0.0,0.328136583112,0.31023669779
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,sadness,8,True,True,sigmoid_s_v1,1.018502773018,0.915968013582,0.0,0.0,0.115989831838,0.113882686342
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,anger,6,True,True,legacy_linear_v1,1.057697511124,0.8,0.0,0.0,0.25754247591,0.243493506604
scis2026_factorial_v1_pilot_manifest_v1,pilot,scis2026_factorial_v1,12,openai/gpt-5.4,T1,C05,p2,literary_scholar,0.1,t01,1,anger,6,True,True,sigmoid_s_v1,1.018502773018,0.961430606081,0.0,0.0,0.054556729778,0.053565617319
