manifest_row,run_id,model_id,provider,language,story_id,persona_id,persona_label,temperature,repetition,prompt_template,response_schema,should_compare_to_human_primary,notes
13,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
14,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
15,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
16,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
17,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
18,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
19,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T1,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
20,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
21,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
22,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
23,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
24,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
25,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
26,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
27,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
28,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
29,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
30,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
31,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
32,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
33,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
34,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
35,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
36,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
37,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
38,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
39,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T2,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
40,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
41,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
42,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
43,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
44,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
45,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
46,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
47,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
48,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
49,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
50,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
51,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
52,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
53,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
54,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
55,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
56,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
57,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
58,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
59,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,ja,T3,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,True,Review overlap against any simultaneously submitted paper before execution.
60,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
61,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
62,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
63,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
64,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
65,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
66,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
67,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
68,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
69,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
70,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
71,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
72,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
73,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
74,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
75,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
76,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
77,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
78,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
79,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T1,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
80,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
81,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
82,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
83,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
84,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
85,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
86,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
87,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
88,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
89,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
90,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
91,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
92,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
93,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
94,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
95,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
96,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
97,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
98,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
99,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T2,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
100,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p1,college_freshman,0.7,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
101,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p1,college_freshman,0.7,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
102,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p1,college_freshman,0.7,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
103,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p1,college_freshman,0.7,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
104,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p1,college_freshman,0.7,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
105,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p2,literary_scholar,0.4,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
106,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p2,literary_scholar,0.4,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
107,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p2,literary_scholar,0.4,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
108,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p2,literary_scholar,0.4,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
109,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p2,literary_scholar,0.4,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
110,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p3,emotive_poet,0.9,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
111,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p3,emotive_poet,0.9,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
112,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p3,emotive_poet,0.9,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
113,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p3,emotive_poet,0.9,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
114,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p3,emotive_poet,0.9,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
115,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p4,emotionless_robot,0.1,1,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
116,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p4,emotionless_robot,0.1,2,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
117,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p4,emotionless_robot,0.1,3,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
118,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p4,emotionless_robot,0.1,4,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
119,iceccme2026_secondary_persona_v1,openai/gpt-5.4,openrouter,en,T3,p4,emotionless_robot,0.1,5,prompts/emotion_eval_user_template_multilingual_json.md,prompts/response_schema.json,False,Review overlap against any simultaneously submitted paper before execution.
