model_id,story_id,condition_id,persona_id,temperature,temperature_label,emotion,n_attempts,n_valid_scores,mean_score,median_score,sd_score,var_score,min_score,max_score,mean_abs_dev_from_median,n_missing_scores
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C06,p2,0.4,t04,surprise,5,5,65.6,65.0,1.2,1.8,65.0,68.0,0.6,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,anger,5,5,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C07,p2,0.7,t07,surprise,5,5,66.8,68.0,1.469694,2.7,65.0,68.0,1.2,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,anger,5,5,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C08,p2,0.9,t09,surprise,5,5,63.6,65.0,2.8,9.8,58.0,65.0,1.4,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,anger,5,5,10.8,8.0,3.429286,14.7,8.0,15.0,2.8,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,sadness,5,5,27.0,25.0,4.0,20.0,25.0,35.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C09,p3,0.1,t01,surprise,5,5,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,anger,5,5,10.8,8.0,3.429286,14.7,8.0,15.0,2.8,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,sadness,5,5,27.0,25.0,4.0,20.0,25.0,35.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C10,p3,0.4,t04,surprise,5,5,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,anger,5,5,9.4,8.0,2.8,9.8,8.0,15.0,1.4,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,sadness,5,5,27.0,25.0,4.0,20.0,25.0,35.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C11,p3,0.7,t07,surprise,5,5,67.4,68.0,1.2,1.8,65.0,68.0,0.6,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,anger,5,5,13.0,15.0,2.75681,9.5,8.0,15.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,sadness,5,5,31.0,35.0,4.898979,30.0,25.0,35.0,4.0,0
anthropic/claude-sonnet-4.5,T1,C12,p3,0.9,t09,surprise,5,5,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,interest,5,5,45.0,45.0,0.0,0.0,45.0,45.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C13,p4,0.1,t01,surprise,5,5,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,interest,5,5,43.0,45.0,4.0,20.0,35.0,45.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C14,p4,0.4,t04,surprise,5,5,29.0,30.0,2.0,5.0,25.0,30.0,1.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,interest,5,5,41.0,45.0,4.898979,30.0,35.0,45.0,4.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C15,p4,0.7,t07,surprise,5,5,27.0,30.0,4.0,20.0,20.0,30.0,3.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,interest,5,5,53.0,45.0,9.797959,120.0,45.0,65.0,8.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,sadness,5,5,3.0,5.0,2.44949,7.5,0.0,5.0,2.0,0
anthropic/claude-sonnet-4.5,T1,C16,p4,0.9,t09,surprise,5,5,38.0,30.0,10.29563,132.5,30.0,55.0,8.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C01,p1,0.1,t01,surprise,5,5,82.6,82.0,1.2,1.8,82.0,85.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C02,p1,0.4,t04,surprise,5,5,82.6,82.0,1.2,1.8,82.0,85.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C03,p1,0.7,t07,surprise,5,5,82.6,82.0,1.2,1.8,82.0,85.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,anger,5,5,22.4,25.0,5.2,33.8,12.0,25.0,2.6,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C04,p1,0.9,t09,surprise,5,5,83.2,82.0,1.469694,2.7,82.0,85.0,1.2,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C05,p2,0.1,t01,surprise,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C06,p2,0.4,t04,surprise,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,interest,5,5,78.2,78.0,2.227106,6.2,75.0,82.0,1.4,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,sadness,5,5,16.0,15.0,2.0,5.0,15.0,20.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C07,p2,0.7,t07,surprise,5,5,72.2,72.0,1.6,3.2,70.0,75.0,1.0,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,anger,5,5,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,interest,5,5,77.4,78.0,1.2,1.8,75.0,78.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C08,p2,0.9,t09,surprise,5,5,75.6,72.0,5.276362,34.8,70.0,82.0,4.4,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,anger,5,5,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,sadness,5,5,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C09,p3,0.1,t01,surprise,5,5,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,anger,5,5,35.6,35.0,1.2,1.8,35.0,38.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,sadness,5,5,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C10,p3,0.4,t04,surprise,5,5,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,anger,5,5,38.4,35.0,4.270831,22.8,35.0,45.0,3.4,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,interest,5,5,79.0,78.0,2.683282,9.0,75.0,82.0,2.2,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,sadness,5,5,38.8,42.0,5.491812,37.7,30.0,45.0,4.4,0
anthropic/claude-sonnet-4.5,T2,C11,p3,0.7,t07,surprise,5,5,86.2,85.0,1.469694,2.7,85.0,88.0,1.2,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,anger,5,5,35.6,35.0,1.2,1.8,35.0,38.0,0.6,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,interest,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,sadness,5,5,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C12,p3,0.9,t09,surprise,5,5,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,anger,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,sadness,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C13,p4,0.1,t01,surprise,5,5,70.0,68.0,4.0,20.0,68.0,78.0,2.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,anger,5,5,3.2,0.0,3.919184,19.2,0.0,8.0,3.2,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,sadness,5,5,6.0,0.0,7.348469,67.5,0.0,15.0,6.0,0
anthropic/claude-sonnet-4.5,T2,C14,p4,0.4,t04,surprise,5,5,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,anger,5,5,8.0,8.0,4.38178,24.0,0.0,12.0,3.2,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,sadness,5,5,5.2,5.0,2.925748,10.7,0.0,8.0,2.2,0
anthropic/claude-sonnet-4.5,T2,C15,p4,0.7,t07,surprise,5,5,72.0,68.0,4.898979,30.0,68.0,78.0,4.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,anger,5,5,5.6,8.0,4.8,28.8,0.0,12.0,4.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,sadness,5,5,5.6,5.0,5.607138,39.3,0.0,15.0,4.6,0
anthropic/claude-sonnet-4.5,T2,C16,p4,0.9,t09,surprise,5,5,70.0,68.0,4.0,20.0,68.0,78.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,anger,5,5,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,interest,5,5,72.0,72.0,0.0,0.0,72.0,72.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,sadness,5,5,78.0,78.0,0.0,0.0,78.0,78.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C01,p1,0.1,t01,surprise,5,5,68.0,68.0,0.0,0.0,68.0,68.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,anger,5,5,66.6,65.0,2.059126,5.3,65.0,70.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,interest,5,5,75.0,75.0,2.683282,9.0,72.0,78.0,2.4,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,sadness,5,5,79.6,80.0,1.356466,2.3,78.0,81.0,1.2,0
anthropic/claude-sonnet-4.5,T3,C02,p1,0.4,t04,surprise,5,5,69.0,68.0,2.683282,9.0,65.0,72.0,2.2,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,anger,5,5,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,interest,5,5,73.2,72.0,1.469694,2.7,72.0,75.0,1.2,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,sadness,5,5,78.8,78.0,0.979796,1.2,78.0,80.0,0.8,0
anthropic/claude-sonnet-4.5,T3,C03,p1,0.7,t07,surprise,5,5,68.8,68.0,0.979796,1.2,68.0,70.0,0.8,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,anger,5,5,66.8,68.0,5.491812,37.7,58.0,75.0,4.0,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,interest,5,5,74.4,72.0,2.939388,10.8,72.0,78.0,2.4,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,sadness,5,5,82.6,81.0,1.959592,4.8,81.0,85.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C04,p1,0.9,t09,surprise,5,5,69.6,68.0,1.959592,4.8,68.0,72.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,anger,5,5,56.0,55.0,2.0,5.0,55.0,60.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,interest,5,5,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,sadness,5,5,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C05,p2,0.1,t01,surprise,5,5,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,anger,5,5,66.4,68.0,3.2,12.8,60.0,68.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,interest,5,5,78.2,78.0,2.227106,6.2,75.0,82.0,1.4,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,sadness,5,5,79.0,81.0,5.01996,31.5,70.0,85.0,3.6,0
anthropic/claude-sonnet-4.5,T3,C06,p2,0.4,t04,surprise,5,5,71.2,72.0,3.310589,13.7,65.0,75.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,anger,5,5,61.8,60.0,4.01995,20.2,58.0,68.0,3.4,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,interest,5,5,76.8,78.0,1.469694,2.7,75.0,78.0,1.2,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,sadness,5,5,74.4,72.0,7.172168,64.3,65.0,85.0,6.0,0
anthropic/claude-sonnet-4.5,T3,C07,p2,0.7,t07,surprise,5,5,68.8,70.0,3.187475,12.7,65.0,72.0,2.8,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,anger,5,5,61.0,65.0,4.898979,30.0,55.0,65.0,4.0,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,interest,5,5,74.4,75.0,1.2,1.8,72.0,75.0,0.6,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,sadness,5,5,72.6,70.0,5.571355,38.8,65.0,80.0,4.6,0
anthropic/claude-sonnet-4.5,T3,C08,p2,0.9,t09,surprise,5,5,66.6,68.0,3.773592,17.8,60.0,70.0,3.0,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,anger,5,5,65.6,65.0,1.2,1.8,65.0,68.0,0.6,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,interest,5,5,75.6,75.0,1.2,1.8,75.0,78.0,0.6,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,sadness,5,5,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C09,p3,0.1,t01,surprise,5,5,70.4,70.0,0.8,0.8,70.0,72.0,0.4,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,anger,5,5,71.0,65.0,7.348469,67.5,65.0,80.0,6.0,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,interest,5,5,75.6,75.0,1.2,1.8,75.0,78.0,0.6,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,sadness,5,5,85.6,85.0,1.2,1.8,85.0,88.0,0.6,0
anthropic/claude-sonnet-4.5,T3,C10,p3,0.4,t04,surprise,5,5,70.4,70.0,0.8,0.8,70.0,72.0,0.4,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,anger,5,5,72.2,68.0,8.704022,94.7,65.0,88.0,6.6,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,interest,5,5,78.8,78.0,3.310589,13.7,75.0,85.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,sadness,5,5,87.6,88.0,2.57682,8.3,85.0,92.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C11,p3,0.7,t07,surprise,5,5,72.8,72.0,2.712932,9.2,70.0,78.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,anger,5,5,68.6,65.0,5.083306,32.3,65.0,78.0,3.6,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,interest,5,5,77.6,78.0,4.317407,23.3,72.0,85.0,3.2,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,sadness,5,5,87.2,88.0,1.939072,4.7,85.0,90.0,1.6,0
anthropic/claude-sonnet-4.5,T3,C12,p3,0.9,t09,surprise,5,5,71.4,72.0,2.332381,6.8,68.0,75.0,1.8,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,anger,5,5,16.0,15.0,2.0,5.0,15.0,20.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,interest,5,5,49.0,45.0,8.0,80.0,45.0,65.0,4.0,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,sadness,5,5,19.0,20.0,2.0,5.0,15.0,20.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C13,p4,0.1,t01,surprise,5,5,35.0,30.0,10.0,125.0,30.0,55.0,5.0,0
anthropic/claude-sonnet-4.5,T3,C14,p4,0.4,t04,anger,5,5,16.0,15.0,3.741657,17.5,10.0,20.0,3.0,0
anthropic/claude-sonnet-4.5,T3,C14,p4,0.4,t04,interest,5,5,49.0,45.0,13.56466,230.0,35.0,65.0,12.0,0
anthropic/claude-sonnet-4.5,T3,C14,p4,0.4,t04,sadness,5,5,17.0,15.0,2.44949,7.5,15.0,20.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C14,p4,0.4,t04,surprise,5,5,33.0,30.0,10.29563,132.5,20.0,45.0,9.0,0
anthropic/claude-sonnet-4.5,T3,C15,p4,0.7,t07,anger,5,5,14.0,10.0,4.898979,30.0,10.0,20.0,4.0,0
anthropic/claude-sonnet-4.5,T3,C15,p4,0.7,t07,interest,5,5,43.0,45.0,4.0,20.0,35.0,45.0,2.0,0
anthropic/claude-sonnet-4.5,T3,C15,p4,0.7,t07,sadness,5,5,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0
anthropic/claude-sonnet-4.5,T3,C15,p4,0.7,t07,surprise,5,5,27.0,30.0,4.0,20.0,20.0,30.0,3.0,0
anthropic/claude-sonnet-4.5,T3,C16,p4,0.9,t09,anger,5,5,11.0,10.0,2.0,5.0,10.0,15.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C16,p4,0.9,t09,interest,5,5,43.0,35.0,11.661904,170.0,35.0,65.0,8.0,0
anthropic/claude-sonnet-4.5,T3,C16,p4,0.9,t09,sadness,5,5,16.0,15.0,2.0,5.0,15.0,20.0,1.0,0
anthropic/claude-sonnet-4.5,T3,C16,p4,0.9,t09,surprise,5,5,29.0,25.0,8.602325,92.5,20.0,45.0,6.0,0
deepseek/deepseek-v3.2,T1,C01,p1,0.1,t01,anger,5,5,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0
deepseek/deepseek-v3.2,T1,C01,p1,0.1,t01,interest,5,5,71.0,70.0,3.741657,17.5,65.0,75.0,3.0,0
deepseek/deepseek-v3.2,T1,C01,p1,0.1,t01,sadness,5,5,8.0,10.0,4.0,20.0,0.0,10.0,2.0,0
